ID_Review,Platform,Wilayah,Nama_Hotel,Review_Date,Text_Review,label_Kamar,label_Kebersihan,label_Pelayanan,label_Harga,label_Lokasi,label_Fasilitas,label_Makanan,error
2832,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/7/2024,"staf hotel-nya ramah, sangat membantu. Dengan harga terjangkau, fasilitas yang didapatkan juga lumayan. pemandangan hotel juga bagus, dan lokasi ke tempat-tempat yang lain juga tidak terlalu jauh.",Positif,None,Positif,Positif,Positif,Netral,None,
2833,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/7/2024,"swimming poolnya keren,staf hotelnya ramah,hotelnya bersih banget tidak jauh kalau mau ketengah kota rcomended banget deh",None,Positif,Positif,None,Positif,Positif,None,
2834,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/16/2024,"Kolam renang anak nya kecil, untuk menu sarapan nya so so aku like sekali dengan soto nya. Kamar nya kecil, kaya nya butuh pengharum ruangan.",Negatif,Negatif,None,None,None,Negatif,Netral,
2835,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/16/2024,banyak varian makanan. kebersihan hotel nya terjaga. staf yang ramah. cocok untuk bawa keluarga menginap di sini,None,Positif,Positif,None,None,None,Positif,
2836,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/9/2024,"menginap sebentar tapi menyenangkan, kamar dengan pemandangan yang bagus. staf yang ramah, ada minimarket (circleK) di sebelah pintu masuk. masih cukup berisik dari lalu lintas di luar. tapi secara keseluruhan bagus dan nyaman",Positif,None,Positif,None,Negatif,None,None,
2837,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/2/2024,"FO-nya ramah.. Untuk sarapannya lumayan enak. Smoking area-nya terpisah, itu bagus.",None,None,Positif,None,None,Positif,Positif,
2838,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/2/2024,Tempat bikin nyaman.. dan seru.. bikin betah,None,None,None,None,None,None,None,
2839,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/2/2024,pemandangan dr lantai 12 keren bgt suka hotelnya next balik lagi klu ke bogor,Positif,None,None,None,None,None,None,
2840,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/2/2024,"Suasana/Fasilitas: Bagus dan menarik. Makanan: Enak dan bervariasi. Bantuan Staf: Baik dan sigap. Highlights: Nyaman dan pemandangan kamar yang bagus, dan staf hotel yang ramah. Harga: Standar. Lokasi: Strategis dekat dengan pusat kota.",Positif,None,Positif,Netral,Positif,Positif,Positif,
2841,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/2/2024,"bersih, nyaman untuk istirahat",Positif,Positif,None,None,None,None,None,
2842,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,9/28/2024,"Sudah cukup baik dan nyaman, saya senang pelayanan-nya juga bagus. Tingkatkan lagi, semoga bisa lebih baik lagi. Terima kasih banyak atas pelayanan-nya.",None,None,Positif,None,None,None,None,
2843,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,8/31/2024,Terima kasih atas pelayanannya.,None,None,Positif,None,None,None,None,
2844,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,8/31/2024,"Aksesnya mudah dekat dengan pusat kota, banyak tukang makanan juga ada minimarket di bawah jadi enggak repot.",None,None,None,None,Positif,None,None,
2845,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,8/17/2024,"menu bfastnya cukup enak walau pilihannya ga banyak. untuk kamar standar double kamar AC nya ga dingin sama sekali, kamar 1020 AC nya tolong diperbaiki biar yg menginap disitu ga kepanasan. anak saya tidur sampe gobyos grgr AC ga dingin, mau komplain pun males udh keburu pengen istirahat. toiletriesnya masa odol dan sikat gigi hanya dikasih 1, emg hanya 1 kah atau emg kelupaan? selebihnya yg lain cukup oke.",Negatif,Negatif,None,None,None,Netral,Positif,
2846,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,7/27/2024,Goodd Whizz pajajaran. bagus kebersihan. bagus pelayanan. bagus akses.,None,Positif,Positif,None,Positif,None,None,
2847,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,7/13/2024,"stafnya ramah banget. Kamar bersih, saat diminta keset tambahan pun gercep banget house keeping-nya, sayang AC-nya agak berisik saat malam, tapi mungkin kamarku aja karena 3x sebelumnya oke aja, kamar mandi dan toilet pisah, lobby-nya wangi, kamar wangi, pokoknya white prime setiap sudut wangi. Makanan sarapannya juga enak.",Negatif,Positif,Positif,None,None,None,Positif,
2848,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,6/22/2024,"Parkiran terbatas. Lokasi oke karena sebelah ada Sevel ada makanan bisa beli dari pasta, nasi & lauk, kopi, cemilan & keperluan mandi pun ada. Jadi kalo pesan kamar only Oklah dan sekitar hotel ada makanan juga. Tp sayangnya kami dapet kamar banyak semut. Saya tidak yakin kalo kamar kami no smoking karena ada bekas sundutan di furniturenya. Mohon diperhatikan lagi handuk, kesetan lantai, dan pancuran kamar mohon di bersihkan lagi",Negatif,Negatif,None,None,Positif,None,None,
2849,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,6/8/2024,Kamarnya terlalu kecil dan TV-nya juga enggak bisa buat YouTube. Toilet dan kamar mandinya juga kecil.,Negatif,None,None,None,None,None,None,
2850,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,6/8/2024,"Hotelnya unik, toilet sama pancuran dipisah. Bersih, sarapannya lumayan. Kalau nginep pas weekend, enggak bisa nyoba kolam renang, penuh banget. Cuman waktu itu ada salah satu staf hotel pas saya pesan makan online, saya sudah nanya bolak-balik ke satpam, katanya di resepsionis, tapi si resepsionisnya bilang enggak ada mulu, eh pas dicek sama satpamnya ada.",Netral,Positif,Negatif,None,None,Negatif,Netral,
2851,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,5/25/2024,"Menu sarapannya lengkap, suasana kamar bersih, cuma kurang lengkap sama kacanya dan tidak ada Netflix, selebihnya ok.",Netral,Positif,None,None,None,Negatif,Positif,
2852,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,5/11/2024,"Suka dengan hotel ini, murah tapi pelayanan ok banget. Pingin ke sana lagi deh.",None,None,Positif,Positif,None,None,None,
2853,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/20/2024,"Staf sangat membantu, tempat nyaman dan makanan enak.",Positif,None,Positif,None,None,None,Positif,
2854,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/20/2024,"Mantap bener ini hotel, dekat ke mana-mana dan aku suka banget air hangatnya pas banget. Cuma kurang fasilitas lemari, terima kasih",Positif,None,None,None,Positif,Negatif,None,
2855,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/13/2024,"stafnya ramah-ramah sekali, hanya masukan untuk kursi bayi kalau bisa ditambah ya, agar makin nyaman jika bawa anak bayi yang sudah bisa duduk sewaktu sarapan.",None,None,Positif,None,None,Netral,None,
2856,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/13/2024,Hotelnya bersih dan nyaman. Kami senang menginap di sana. Sarapan kami bisa lebih beragam. Kami akan kembali lagi.,None,Positif,None,None,None,None,Positif,
2857,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/13/2024,"Untuk anggaran hotel, tempatnya sangat bagus. Cukup dekat dari pusat kota. Pelayanannya sangat bagus. Makanannya sangat enak. Ada valet parkir free. Cuman kemarin saat menginap sempat beberapa kali error akses card masuk ke kamar-nya dan sempat gonta-ganti card-nya. Tapi secara keseluruhan hotel ini sangat rekomendasi untuk menginap.",Negatif,None,Positif,Positif,Positif,Positif,Positif,
2858,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/13/2024,"Resepsionisnya bagus. Proses check-in juga cepat meskipun ramai. Kamarnya cukup bersih, tidak terlalu luas tetapi nyaman. Yang menarik adalah sarapan yang disajikan cukup bervariasi. Kebetulan saya sedang berlibur pada hari pertama Idul Fitri. Hotel menyediakan berbagai hidangan khas Idul Fitri: rendang daging sapi, ayam rebus santan untuk ketupat, sambal kentang. Karena restorannya cukup ramai, stafnya cukup sigap untuk mengisi kembali tempat yang kosong. Terima kasih atas pelayanannya. Selamat Idul Fitri. 🙏",Positif,Positif,Positif,None,None,None,Positif,
2859,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,3/30/2024,"Lokasi hotel cukup strategis, stafnya ramah, kamar bersih. AC dan air panas tidak ada masalah. Anak-anak senang menginap di sini, ada kolam renang. Harga lebih terjangkau dengan fasilitas yang baik.",Positif,Positif,Positif,Positif,Positif,Positif,None,
2860,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,3/23/2024,"Hotel yang bersih, pelayanan ramah, lokasi strategis. Menu sahur variatif. Amaze dengan harga terjangkau, ada kolam renang dewasa dan anak dengan layout yang apik. Kami akan kembali lagi ke hotel ini bersama keluarga. Terima kasih Whiz Prime Hotel Bogor.",None,Positif,Positif,Positif,Positif,Positif,Positif,
2861,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,2/10/2024,"Sudah beberapa kali menginap di sini, mengajak anak-anak liburan menginap yang tidak jauh dari rumah yang penting anak-anak happy, hotelnya bersih, wangi, stafnya juga ramah, kalau perlu apa-apa stafnya juga cepat, direkomendasikan buat keluarga yang mau liburan menginap yang sesuai anggaran tapi fasilitasnya enak👍",None,Positif,Positif,None,None,Positif,None,
2862,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,1/20/2024,"Makasih Whiz Prime pemandangannya keren, bangun tidur langsung lihat Gunung Salak🤩.",Positif,None,None,None,None,None,None,
2863,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,1/6/2024,"Rencana awal menginap karena hari Minggunya saya ada kajian di daerah Padjajaran dan ingin kasih surprise anak pertama yang sedang ultah. Alhamdulillah berjalan lancar, staf-staf sangat ramah dan baik, alhamdulillah dapat b'day cake yang enak sekali 🥳. Terima kasih Whiz Prime, semoga makin sukses 😊",None,None,Positif,None,None,None,Positif,
2864,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,1/6/2024,Bersih dan nyaman tempatnya. Anak-anak pada senang 👍 Lain kali kemari lagi.,None,Positif,None,None,None,None,None,
2865,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/30/2023,"Pelayanan hotelnya sangat baik, kamarnya bersih, makanannya enak, harganya terjangkau.",None,Positif,Positif,Positif,None,None,Positif,
2866,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/30/2023,"Check in-nya mudah dapat voucher minuman sambutan and snack, kamarnya nyaman sayangnya tidak ada keset. Pelayanan ramah.",Positif,None,Positif,None,None,None,None,
2867,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/30/2023,Dapat harga promo. staf karyawannya baik & ramah. Kamar nya bersih. Sarapannya enak. Bakalan jadi langganan. Terima kasih.,None,Positif,Positif,Positif,None,None,Positif,
2868,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/23/2023,Lokasi strategis. Dekat dengan beberapa resto dan kuliner. Ada minimarket di samping lobby. Makanan variatif. Dapat pemandangan sunrise dari kamar lantai 9. Terima kasih.,Positif,None,None,None,Positif,None,Positif,
2869,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,10/28/2023,"Untuk menginap kali ini cukup rada kecewa sih kami kira pemesanan kamar lebih mahal dikit dari sebelumnya bisa dapat kamar lebih baik ternyata sebaliknya padahal kami tulis permintaan pas pemesanan online dari sekian permintaan di penuhi yaitu di kasih pemandangan yang bagus yang lainnya zonk, permintaan AC dingin malah AC nya tidak dingin & berdebu di tambah banyak nyamuk, permintaan bersih & wangi malah kotor & tidak wangi di toiletnya khusus nya di wastafelnya perlu peremajaan dan tong sampahnya bagian luarnya tidak sedap di lihat (kotor) ubin toiletnya pas di semprot air ubin toiletnya licin & berbusa mungkin hanya dipel dan tidak di sikat, harapan kami agar di perhatikan permintaan tamu yang menginap, semoga hotel whiz bisa lebih baik & maju ke depannya 🙏.",Negatif,Negatif,None,None,None,None,None,
2870,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,10/14/2023,"Lokasi hotel strategis, nyaman, bersih, sarapan enak dan ada kolam renang.",None,Positif,None,None,Positif,Positif,Positif,
2871,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,10/14/2023,"Baru pertama kali nginap di Whiz Prime, sumpah nyesel bangeet kenapa ga dari dulu pilih hotel Whizh Prime sebagai hotel menginap keluarga, kamarnya bersih dan nyaman, stafnya ramah di tambah pemandangan dari jendela kamarnya bagus, cuma saya sedikit keberatan check in ID indentitas di tahan (KTP) cuma takut hilang aja, tau sendiri untuk mengurusnya agak ribet di tambah tidak ada waktu untuk mengurusnya jika kerja kantor, mungkin pihak management bisa mempertimbangkan untuk hal ini, Terima kasih Whiz Hotel.",Positif,Positif,Positif,None,None,None,None,
2872,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,10/14/2023,"Dapet kamar lantai 10, nomor 1021 persis paling ujung. (+) secara keseluruhan checked in mudah prosesnya, ga ada deposit. Dapet minuman sambutan & snack juga, sarapan menunya komplit dan enak. perlengkapan kamar lengkap juga.(-) Kamar luasnya standard dan interior dalam antara wastafel & pancuran terpisah, agak kurang oke di lihatnya, jadi mondar mandir pancuran wastafel bikin lantai basah. Ruangan kamar juga kurang kedap sih. Karena pas malem suara motor lalu lalang terdengar sekali sampai dini hari. Lumayan juga untuk sekelas hotel bintang 3 ada kolam renang ya dan restaurant nya enak-enak.",Negatif,None,Positif,None,None,Positif,Positif,
2873,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,10/7/2023,"Lokasi mudah di cari, kamarnya bersih dan sempit.",Negatif,None,None,None,Positif,None,None,
2874,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,10/7/2023,"Pertama kali masuk wah harum banget lobby nya, resepsionis ramah banget. Semua staf ramah, sarapannya enak dan lengkap, rekomendasi buat keluarga, kolam renang pun tipikal semi outdoor, bisa permintaan pemandangan kamar dengan pemandangan atau bisa juga permintaan kamar merokok atau nggak. Better kalo yang gak suka kamar merokok pesen aja yang kamar bebas rokok, hotel area Pajajaran, ini terbaik dan paling direkomendasikan sih. terima kasih Whiz Prime dan terima kasih agen online",None,None,Positif,None,None,None,Positif,
2875,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,9/30/2023,"Terima kasih Whiz Prime Hotel Pajajaran Bogor. Pelayanannya luar biasa baik banget, membantu, makanannya juga enak-enak, sarapannya lengkap, dan ditambah dapet free cake requestan suamiku, sehat&berkah selalu team Whiz Prime Pajajaran Bogor!🥰 bakalan jadi hotel favorit sih🤍.",None,None,Positif,None,None,None,Positif,
2876,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,9/30/2023,"Kamarnya bersih, nyaman, kurangnya kamarnya sempit, kamar mandi dan toilet terpisah.",Netral,Positif,None,None,None,None,None,
2877,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,9/16/2023,"Waktu itu check in posisi nya udah malam. Pesen kamar twin tapi boleh di upgrade jadi hollywood (1 ranjang besar), muat untuk 4 orang. Proses check in gampang, staf ramah-ramah, ga perlu pakai deposit, AC dingin, dapet pemandangan city dan gunung, kamar mandi dan toilet dibuat terpisah, kamar tidur dan toilet bersih. Kurangnya toiletries cuma dikasih untuk 1 orang aja dan ga ada sisir, gelas untuk sikat gigi juga ga ada, cuma ada 1 gelas untuk kopi/ngeteh. Dan pas malam tidur pakai selimut badan agak gatal:(tapi waktu kasur di tatakin selimut ga gatel-gatel lagi. Saran dari saya tolong kebersihan kasurnya lebih dijaga supaya tidak gatal, toiletries dibuat untuk 2 orang, dan gelas juga ditambah minimal 2 pcs untuk setiap kamar. Selebihnya oke banget sih nginap di sini",Netral,Positif,Positif,None,Positif,Negatif,None,
2878,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,9/2/2023,Bagus dan menyenangkan. Dekat dengan tempat kuliner.,None,None,None,None,Positif,None,None,
2879,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,9/2/2023,"Top dapat harga promo, pas buat keluargaa",None,None,None,Positif,None,None,None,
2880,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,7/22/2023,"Liburan di Bogor 2 hari dan menginap di sini. Kamarnya minimalis dan bersih, yang paling penting ekonomis.",Positif,Positif,None,Positif,None,None,None,
2881,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,7/15/2023,"proses check-in cepat. Kamar sangat nyaman, pemandangan gunung yang indah di pagi hari. Kasur sesuai dengan yang diharapkan tipe keras yang baik bagi tulang belakang dan kualitas tidur, bantal empuk, kamar bersih, air panas lancar, AC dingin, kamar wangi. sarapan enak dan variatif. permintaan mini cake dan diberikan free. Kolam renang oke hanya airnya agak sedikit keruh tapi masih oke. secara keseluruhan oke banget.",Positif,Positif,Positif,None,None,Positif,Positif,
2882,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,7/1/2023,"Kamar nyaman dan bersih. pemandangan dari jendela kamar juga bagus, keliatan ke semua spot. Kolam renang juga oke. Sarapannya juga oke banget, enak, nyaman, semuanya oke pokoknya👍🏻",Positif,Positif,None,None,None,Positif,Positif,
2883,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,7/1/2023,"Tempat nyaman, bersih, ramah. secara keseluruhan oke",Positif,Positif,Positif,None,None,None,None,
2884,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,6/17/2023,"Menyenangkan. Hotelnya tengah kota, bersih, stafnya ramah. Kamarnya juga oke, nyaman banget menginap di sini. Harganya pun bersahabat. Wifi semua lancar tanpa ngelag.",Positif,Positif,Positif,Positif,Positif,Positif,None,
2885,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,5/27/2023,"Sering banget sih liburan menginap di sini, tempatnya enak, bersih, stafnya ramah, makanannya 7/10.",Positif,Positif,Positif,None,None,None,Netral,
2886,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,5/27/2023,"Kamarnya nyaman, bersih, luas. Dapat snack dan minuman sambutan, enak 👍. sarapan menu bervariasi dan semuanya enak. Staf ramah. Lokasi strategis. Semoga bisa dipertahankan, bahkan ditingkatkan biar bisa selalu ingin menginap di sini lagi.",Positif,None,Positif,None,Positif,None,Positif,
2887,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,5/20/2023,"Setiap ke Bogor pasti ke sini 🤣, baru lebaran kemaren nginep di sini, trus kemaren nginep lagi, kayanya mba-mbanya engeh karena pas lebaran sempat ngilangin struk 🤣, makanan enak, buat tim Diet (di sini ada beras merahnya), kamar selalu dapet yang bersih, AC dingin, bedanya tanggal 20 kemaren dapet minuman sambutan, tapi yang pas lebaran ga dapet.",Positif,None,Positif,None,None,Netral,Positif,
2888,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,5/6/2023,"Secara keseluruhan, fasilitasnya bagus, standar saja. Saya hanya sedikit bingung dengan konsep kamar mandinya, terasa sempit 😁. Untuk sarapan standar, yang terbaik adalah fillet ikan asam manis. Kolam renangnya lumayan, tidak terlalu besar, cukup untuk menyenangkan anak-anak. Akan saya masukkan ke daftar keinginan jika saya pergi ke Bogor untuk liburan menginap lagi ☺",Negatif,None,Positif,Negatif,None,Positif,Netral,
2889,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/29/2023,"Udah sering nginep di sini, jadi ga ada yang mau dikomenin 😅. Semua bagus, dan wangi jadi suka banget, makan enak. Cuma minusnya dikit aja sih, pas sarapan, minta tolong banget, kalau tamu lagi makan, terus sambil ngobrol jangan ditanya 'piringnya sudah bisa diambil belum?', belum habis makanan yang gua makan kan 😅 berasa lagi lomba makan 😅 tapi mungkin itu SOP kali ya, biar piring cepat dicuci karena weekend tamu rame juga",Positif,None,Positif,None,None,Netral,Netral,
2890,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/29/2023,"Lumayan untuk makananya, lumayan banyak untuk pilihan laukmya tapi sayangnya gak ada sosisnya. Kolam renangnya agak butek mungkin karena berenangnya sore kali ya. Tapi sayang parkiran sempit banget",None,None,None,None,None,Negatif,Netral,
2891,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/29/2023,"Hotel anggaran yang bersih, pelayanannya juga ramah. Saya minta tambahan sikat gigi dan sandalpun diberikan. Terima kasih 😊.",Positif,None,Positif,None,None,Positif,None,
2892,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/29/2023,"Minta ganti bathmat karena AC bocor terus. Laangsung dikasih dan di pindah kamar, proses check in agak lama karena high season mungkin kali ya, jadi nya kamar belum ready-ready banget.",Negatif,None,Positif,None,None,None,None,
2893,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,4/1/2023,"Untuk kamar rate 434,000 & sarapan termasuk mahal untuk ukuran weekday di Bogor. Kasur bantal keras. Dapet kamar AC bocor. Kaget liat desain kamar buka pintu kanan closet kiri pancuran jadi terpisah macam kubu wartel. Jendela model poni & gorden tidak blacklight jadi silau banget. Aktivitas orang mudah didengar sekali dari lorong/pun sebelah/atas (ganggu banget). Bagusnya staf dari bawah-atas semua responsif. Dapet takjil gratis. Menu sarapan banyak varian tapi hampir semua dingin untuk menu utama/makanan berat. Kalo ditanya ya saya kapok.",Negatif,Negatif,Positif,Negatif,None,Negatif,Negatif,
2894,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,3/4/2023,"Fasilitas nyaman, makanan oke, pelayanan oke. Untuk acara kantor okelah",None,None,Positif,None,None,Positif,Positif,
2895,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,1/28/2023,"Tempatnya bersih, bikin nyaman, ada kolam renangnya juga bagus banget deh 👍🏻.",None,Positif,None,None,None,Positif,None,
2896,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,1/14/2023,"Kamar-kamarnya bersih, ada kolam renang, makanannya enak, menyenangkan menginap di sini, tetapi AC-nya tidak cukup dingin dan agak berisik karena ada sepeda motor yang lewat.",Negatif,Positif,None,None,None,Positif,Positif,
2897,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,1/7/2023,"Letak hotelnya strategis, di kelilingi berbagai macam restoran. Di sini yang juara petugas keamanannya, sopan dan membantu, siap sedia bukakan pintu untuk tamu. Baru di hotel ini saya nemuin petugas keamanan yang seperti itu. Kasur empuk dan handuk bersih seperti baru. Makanan saat sarapan rasanya enak dan cukup lengkap, tapi sayang nggak ada kue-kuean. Oh ya, ada salah satu staf pria yang sangat rude ya di ruang sarapan. Dia asal ngumpulin piring-piring di meja saya makan tanpa bertanya apakah saya sudah selesai makan atau belum. Di semua hotel, saya selalu ditanya terlebih dahulu sebelum piring di meja saya diambil. sangat sikap buruk. Tolong ditraining lagi.",Positif,Positif,Negatif,None,Positif,Positif,Netral,
2898,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/31/2022,"Sudah 10000x nginep di sini, pelayanan dan kamarnya super",Positif,None,Positif,None,None,None,None,
2899,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/31/2022,"Hotelnya lumayan bagus, semua pegawai hotelnya ramah, kamarnya ga luas tapi yang penting bersih, lokasi strategis, sarapannya banyak pilihan rasanya enak, hanya lahan parkir kurang luas. Selebihnya oke kok",Positif,None,Positif,None,Positif,Negatif,Positif,
2900,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/31/2022,"Alhamdulillah liburan menginap di sini sangat menyenangkan, anak anak senang berada di hotel ini. staf di lobinya ramah-ramah. Kamarnya cukup buat kami yang mempunyai anak 2 (12 tahun & 9 tahun), kasurnya bisa buat 3 orang (tipe double), sedangkan kakaknya memang dia sukanya tidur di bawah dan kami sudah prepare membawa karpet lipat & selimut lipat kemana mana khusus buat kakaknya, untungnya ada space buat gelar karpetnya. Alias ga sempit sempit banget gitu. Kamar mandi oke, air mengalir deras, air panas lancar, cuma pintunya bikin sempit, karena kamar mandi & toiletnya terpisah jadi pintu berhadap hadapan, sekalinya buka, tabrakan sama pintu depannya 😁 Untuk kolam renang airnya dingin, mungkin karena cuaca juga sedang hujan terus kali ya, jadi kami berenang tidak lama, tapi ya lumayanlah cukup bikin anak keturutan buat renang di hotel. Untuk sarapan enak, banyak variasinya. Parkirnya walau sempit, tapi ga perlu khawatir karena sudah ada yang mengatur. Oh iya hanya 1 masukan buat pengelola nih, ke depan kalau bisa beri spare waktu 5-10 menit dari batas waktu check out, karena mendekati jam 12 siang itu waktunya adzan duhur. Kita mau solat dulu, nanggung biar di jalan gak perlu turun-turun lagi cari mesjid. Masa jam 12 siang teng udah di ketuk-ketuk diingatkan untuk check out. Jadi gimana gitu ya, kesannya kita telat banget gitu buat check out, ya walaupun jam segitu juga kita udah selesai solatnya dan sudah bersiap menenteng koper kami keluar. Oke itu saja, pengalaman menyenangkan & masukan dari kami, secara keseluruhan bagus 👍.",Positif,None,Positif,None,None,Netral,Positif,
2901,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,12/17/2022,"Terima kasih Whiz Prime Bogor. Untuk hotel berkelas bintang 3. Saya puas di sini. Datang dapat snack dan minuman sambutan. Dan saya dapet kamar sesuai permintaan saya. Nyaman untuk short vacation nginep semalem. Minusnya karena dia di kota, sampai malam masih berisik suara dari jalanan. Dan untuk sarapan menu nya banyak. Rasanya ada beberapa yang kurang cuma all variannya saya suka. Sukses terus Whiz Prime Hotel.",Negatif,None,Positif,None,Positif,None,Netral,
2902,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/26/2022,"Ekspektasi pada rate yang dibayarkan terpenuhi. Kamar resik, air panas dan pancuran alirannya deras, pemandangannya bagus. Sesuailah dengan rate segitu. Nyaman.",Positif,None,None,Positif,None,None,None,
2903,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/19/2022,"Cocok banget buat liburan keluarga, fasilitas lengkap, sarapan enak, mantap, bakal jadi destinasi favorit aku dan suami",None,None,None,None,None,Positif,Positif,
2904,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/12/2022,"Tempatnya strategis, pelayanan bagus, kamar bersih.",None,Positif,Positif,None,Positif,None,None,
2905,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,11/5/2022,Pelayanan ramah & sangat membantu. Kamar bersih dan dapet pemandangan juga. Menu sarapan lumayan variatif tetapi untuk rasa biasa aja,Positif,None,Positif,None,None,None,Netral,
2906,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,10/8/2022,Pelayan ramah. Terbaik. Kebersihan 👍,None,Positif,Positif,None,None,None,None,
2907,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,10/1/2022,Hotelnya sangat nyaman dengan harga yang termasuk murah. Kamarnya bersih. Makanan sarapannya juga enak. direkomendasikan 👍🏻.,Positif,None,None,Positif,None,None,Positif,
2908,Traveloka,Bogor,Whiz Prime Hotel Pajajaran Bogor,9/17/2022,"Kamar tidak sesuai dengan foto, tidak ada lampu tidur (lampu meja) jadi lumayan gelap saat malam. Kamar sangat tidak kedap, suara motor masuk. Untuk makanan semua enak dan lumayan banyak pilihan.",Negatif,None,None,None,None,None,Positif,
